,predicted,actual,key,mape
0,0.010976239669421479,0.016,9418.0,0.0050237603305785215
1,0.009333941605839361,0.008,3149.0,0.0013339416058393613
2,0.012244897959183643,0.013,6411.0,0.0007551020408163561
3,0.009333941605839361,0.009,5865.0,0.0003339416058393621
4,0.012352828989192599,0.011,9653.0,0.0013528289891925997
5,0.014142137096774143,0.011,12309.0,0.003142137096774144
6,0.010976239669421479,0.011,6087.0,2.376033057852056e-05
7,0.014142137096774143,0.006,9048.0,0.008142137096774143
8,0.011419847328244265,0.011,12904.0,0.00041984732824426607
9,0.012352828989192599,0.009,477.0,0.0033528289891925998
10,0.012620117187499941,0.013,7627.0,0.00037988281250005834
11,0.010976239669421479,0.012,3734.0,0.0010237603305785214
12,0.014142137096774143,0.02,5926.0,0.005857862903225857
13,0.012352828989192599,0.015,836.0,0.0026471710108074004
14,0.00941414141414142,0.01,3324.0,0.0005858585858585803
15,0.012352828989192599,0.017,9952.0,0.004647171010807402
16,0.012620117187499941,0.008,9816.0,0.004620117187499941
17,0.012620117187499941,0.009,6476.0,0.0036201171874999417
18,0.015095238095238097,0.009,8348.0,0.006095238095238098
19,0.012620117187499941,0.01,388.0,0.002620117187499941
20,0.008042735042735026,0.005,5362.0,0.003042735042735026
21,0.012620117187499941,0.003,3499.0,0.00962011718749994
22,0.014142137096774143,0.008,12312.0,0.006142137096774143
23,0.012352828989192599,0.008,8233.0,0.004352828989192599
24,0.01137244201909955,0.012,8995.0,0.0006275579809004502
25,0.01137244201909955,0.006,7396.0,0.00537244201909955
26,0.008042735042735026,0.008,5375.0,4.273504273502593e-05
27,0.012352828989192599,0.017,10834.0,0.004647171010807402
28,0.010976239669421479,0.012,11692.0,0.0010237603305785214
29,0.012620117187499941,0.021,12863.0,0.00837988281250006
30,0.011419847328244265,0.005,13117.0,0.006419847328244265
31,0.01137244201909955,0.027,1449.0,0.01562755798090045
32,0.010976239669421479,0.007,11577.0,0.003976239669421479
33,0.014142137096774143,0.014,5980.0,0.00014213709677414303
34,0.012352828989192599,0.012,8036.0,0.00035282898919259884
35,0.010976239669421479,0.006,9377.0,0.004976239669421479
36,0.010976239669421479,0.013,1907.0,0.0020237603305785206
37,0.014142137096774143,0.012,10139.0,0.002142137096774143
38,0.012620117187499941,0.015,3623.0,0.0023798828125000584
39,0.012352828989192599,0.007,12508.0,0.005352828989192599
40,0.012352828989192599,0.01,532.0,0.002352828989192599
41,0.012352828989192599,0.012,11694.0,0.00035282898919259884
42,0.00941414141414142,0.008,5521.0,0.0014141414141414198
43,0.009333941605839361,0.011,199.0,0.001666058394160638
44,0.008042735042735026,0.007,5885.0,0.001042735042735026
45,0.010976239669421479,0.006,11293.0,0.004976239669421479
46,0.012352828989192599,0.019,2653.0,0.0066471710108074004
47,0.012620117187499941,0.01,2111.0,0.002620117187499941
48,0.009333941605839361,0.006,7069.0,0.0033339416058393613
49,0.012352828989192599,0.018,6652.0,0.0056471710108073996
50,0.012620117187499941,0.022,12088.0,0.009379882812500058
51,0.009333941605839361,0.007,9649.0,0.0023339416058393613
52,0.012352828989192599,0.006,9611.0,0.006352828989192599
53,0.012620117187499941,0.013,10745.0,0.00037988281250005834
54,0.012620117187499941,0.01,12802.0,0.002620117187499941
55,0.012352828989192599,0.008,6352.0,0.004352828989192599
56,0.010976239669421479,0.014,3284.0,0.0030237603305785215
57,0.012244897959183643,0.01,11368.0,0.002244897959183643
58,0.014142137096774143,0.023,9546.0,0.008857862903225856
59,0.012352828989192599,0.008,11049.0,0.004352828989192599
60,0.01137244201909955,0.008,867.0,0.00337244201909955
61,0.014142137096774143,0.012,649.0,0.002142137096774143
62,0.014142137096774143,0.011,2967.0,0.003142137096774144
63,0.012352828989192599,0.012,5602.0,0.00035282898919259884
