SEQ_VALUE,MSG_TIME_STAMP,HEAT_NUMBER,AGGREGATE,AL_KGS,AL_MTS,MSG_FLAG,UPDATE_DATE
10264,2022-06-01 01:21:39.930,22202651,LF2,52.6987668,158.0963004,C,2022-06-01 01:21:47.403
10263,2022-06-01 01:04:21.077,22302633,LF3,300.490686826316,901.472060478947,C,2022-06-01 01:04:47.417
10262,2022-06-01 00:50:21.497,22102621,LF1,258.784950684211,776.354852052631,C,2022-06-01 00:50:47.397
10261,2022-06-01 00:20:45.980,22402701,LF4,131.4124652,394.2373956,C,2022-06-01 00:20:47.357
10260,2022-05-31 23:52:20.957,22102620,LF1,73.1942021,219.5826063,C,2022-05-31 23:52:47.263
10259,2022-05-31 23:49:46.587,22302632,LF3,189.475845,568.427535,C,2022-05-31 23:49:47.377
10258,2022-05-31 23:01:12.490,22202649,LF2,203.563331605263,610.68999481579,C,2022-05-31 23:01:17.703
10257,2022-05-31 22:33:40.930,22302631,LF3,300.957860626316,902.873581878947,C,2022-05-31 22:33:47.250
10256,2022-05-31 21:24:59.223,22402699,LF4,193.764592957895,581.293778873684,C,2022-05-31 21:25:17.307
10255,2022-05-31 20:35:01.147,22102618,LF1,152.695470221053,458.086410663158,C,2022-05-31 20:35:17.050
10254,2022-05-31 20:33:40.823,22402698,LF4,162.0650432,486.1951296,C,2022-05-31 20:33:47.170
10253,2022-05-31 19:49:40.817,22202647,LF2,156.306022757895,468.918068273684,C,2022-05-31 19:49:47.073
10252,2022-05-31 19:42:58.610,22302629,LF3,98.1402007368421,294.420602210526,C,2022-05-31 19:43:17.063
10251,2022-05-31 19:00:28.543,22402697,LF4,275.6234944,826.870483199999,C,2022-05-31 19:00:47.370
10250,2022-05-31 18:46:21.680,22202646,LF2,118.300284157895,354.900852473684,C,2022-05-31 18:46:47.023
10249,2022-05-31 18:11:40.820,22102616,LF1,167.207273021053,501.621819063158,C,2022-05-31 18:11:47.033
10248,2022-05-31 18:01:40.863,22402696,LF4,158.295365921053,474.886097763158,C,2022-05-31 18:01:46.963
10247,2022-05-31 17:22:26.617,22302627,LF3,246.995556284211,740.986668852632,C,2022-05-31 17:22:47.037
10246,2022-05-31 16:55:40.077,22102615,LF1,145.374233210526,436.122699631579,C,2022-05-31 16:55:47.050
10245,2022-05-31 16:01:38.690,22302626,LF3,254.456278021053,763.368834063158,C,2022-05-31 16:01:46.940
10244,2022-05-31 15:55:40.333,22202644,LF2,233.961196947368,701.883590842105,C,2022-05-31 15:55:46.870
10243,2022-05-31 15:18:30.950,22402694,LF4,258.513015084211,775.539045252632,C,2022-05-31 15:18:46.853
10242,2022-05-31 14:19:41.340,22302625,LF3,228.594175805263,685.782527415789,C,2022-05-31 14:19:46.810
10241,2022-05-31 14:19:41.337,22302625,LF3,228.594175805263,685.782527415789,C,2022-05-31 14:19:46.713
10240,2022-05-31 14:14:45.047,22402693,LF4,30.13063,90.39189,C,2022-05-31 14:14:46.907
10239,2022-05-31 14:04:59.057,22102613,LF1,258.027824863158,774.083474589474,C,2022-05-31 14:05:16.763
10238,2022-05-31 13:37:45.020,22102612,LF1,100.752000105263,302.25600031579,C,2022-05-31 13:37:46.943
10237,2022-05-31 13:31:35.767,22302624,LF3,298.918733273684,896.756199821053,C,2022-05-31 13:31:46.827
10236,2022-05-31 12:39:04.813,22402692,LF4,162.100501405263,486.301504215789,C,2022-05-31 12:39:16.950
10235,2022-05-31 12:39:04.700,22402692,LF4,162.100501405263,486.301504215789,C,2022-05-31 12:39:17.000
10234,2022-05-31 12:39:02.683,22402692,LF4,162.100501405263,486.301504215789,C,2022-05-31 12:39:16.940
10233,2022-05-31 12:38:55.690,22402692,LF4,162.100501405263,486.301504215789,C,2022-05-31 12:39:16.960
10232,2022-05-31 12:38:55.507,22402692,LF4,162.100501405263,486.301504215789,C,2022-05-31 12:39:16.973
