SEQ_VALUE,MSG_FLAG,WRK_DT,INSERT_DATE,C_PER,S_PER,TFE_PER,MFE_PER,SIO2_PER,LOI_PER,MGO_PER,CAO_PER,P_PER,KLN_NO,MAT_TYPE,AL2O3_PER
4377,N,2021-11-23 00:00:00.000,2021-11-23 13:11:20.533,0,0,0,0,0,17,0,0,0,1,LIME,0
4378,N,2021-11-23 00:00:00.000,2021-11-23 13:11:20.507,0,0,0,0,1.66,10.16,1.84,84.46,0,2,DOLO,0
4379,N,2021-11-23 00:00:00.000,2021-11-23 13:11:20.503,0,0,0,0,0,18,0,0,0,3,LIME,0
4380,N,2021-11-23 00:00:00.000,2021-11-23 13:11:20.440,0,0,0,0,1.71,14.2,2.01,80.15,0,4,LIME,0
4374,N,2021-11-23 00:00:00.000,2021-11-23 12:16:50.500,1.07,0.0046,84.68,78.02,0,0,0,0,0,0,DRI,0
4375,N,2021-11-23 00:00:00.000,2021-11-23 12:16:50.497,1.72,0.0037,84.76,78.28,0,0,0,0,0,0,DRI,0
4376,N,2021-11-23 00:00:00.000,2021-11-23 12:16:50.407,1.87,0.0032,84.81,78.37,0,0,0,0,0,0,DRI,0
4370,N,2021-11-23 00:00:00.000,2021-11-23 06:00:20.143,1.06,0.0043,84.67,78.02,0,0,0,0,0,0,DRI,0
4372,N,2021-11-23 00:00:00.000,2021-11-23 06:00:20.110,1.11,0.0039,84.69,78.1,0,0,0,0,0,0,DRI,0
4371,N,2021-11-23 00:00:00.000,2021-11-23 06:00:20.110,1.18,0.0046,84.76,78.29,0,0,0,0,0,0,DRI,0
4373,N,2021-11-23 00:00:00.000,2021-11-23 06:00:20.080,1.09,0.0045,84.8,78.35,0,0,0,0,0,0,DRI,0
4360,N,2021-11-22 00:00:00.000,2021-11-22 22:08:49.810,1.19,0.0034,84.27,77.72,0,0,0,0,0,0,DRI,0
4361,N,2021-11-22 00:00:00.000,2021-11-22 22:08:49.807,1.09,0.0045,84.5,78.07,0,0,0,0,0,0,DRI,0
4362,N,2021-11-22 00:00:00.000,2021-11-22 22:08:49.793,1.07,0.0041,84.61,77.88,0,0,0,0,0,0,DRI,0
4363,N,2021-11-22 00:00:00.000,2021-11-22 22:08:49.687,1.13,0.0047,84.7,78.11,0,0,0,0,0,0,DRI,0
4359,N,2021-11-22 00:00:00.000,2021-11-22 13:56:49.260,1.18,0.0041,84.62,77.99,0,0,0,0,0,0,DRI,0
4358,N,2021-11-22 00:00:00.000,2021-11-22 12:50:49.187,2.25,0.0042,83.21,75.79,0,0,0,0,0,0,Fur,0
4355,N,2021-11-22 00:00:00.000,2021-11-22 12:50:19.227,1.2,0.0042,84.51,77.83,0,0,0,0,0,0,DRI,0
4356,N,2021-11-22 00:00:00.000,2021-11-22 12:50:19.200,1.29,0.0038,84.6,78.08,0,0,0,0,0,0,DRI,0
4357,N,2021-11-22 00:00:00.000,2021-11-22 12:50:19.187,1.35,0.0035,84.67,78.11,0,0,0,0,0,0,DRI,0
4352,N,2021-11-22 00:00:00.000,2021-11-22 12:45:49.283,0,0,0,0,1.61,5.8,1.92,88.89,0,2,DOLO,0
4353,N,2021-11-22 00:00:00.000,2021-11-22 12:45:49.263,0,0,0,0,1.7,12.2,2.02,82.19,0,3,LIME,0
4354,N,2021-11-22 00:00:00.000,2021-11-22 12:45:49.183,0,0,0,0,1.66,7.1,1.84,87.54,0,4,LIME,0
4348,N,2021-11-22 00:00:00.000,2021-11-22 06:31:48.907,1.18,0.0036,84.46,77.82,0,0,0,0,0,0,DRI,0
4349,N,2021-11-22 00:00:00.000,2021-11-22 06:31:48.890,1.29,0.0039,84.62,78.05,0,0,0,0,0,0,DRI,0
4350,N,2021-11-22 00:00:00.000,2021-11-22 06:31:48.860,1.11,0.0034,84.57,77.89,0,0,0,0,0,0,DRI,0
4351,N,2021-11-22 00:00:00.000,2021-11-22 06:31:48.823,1.16,0.0032,84.6,78.02,0,0,0,0,0,0,DRI,0
4345,N,2021-11-22 00:00:00.000,2021-11-22 06:30:18.920,0,0,0,0,0,5.19,0,0,0,2,DOLO,0
4346,N,2021-11-22 00:00:00.000,2021-11-22 06:30:18.890,0,0,0,0,0,10.22,0,0,0,3,LIME,0
4347,N,2021-11-22 00:00:00.000,2021-11-22 06:30:18.810,0,0,0,0,0,6.46,0,0,0,4,LIME,0
4344,N,2021-11-22 00:00:00.000,2021-11-22 05:49:18.780,1.18,0.0036,84.46,77.82,0,0,0,0,0,0,DRI,0
4340,N,2021-11-22 00:00:00.000,2021-11-22 05:47:18.870,1.18,0.0036,84.46,77.82,0,0,0,0,0,0,DRI,0
4341,N,2021-11-22 00:00:00.000,2021-11-22 05:47:18.863,1.29,0.0039,84.62,78.05,0,0,0,0,0,0,DRI,0
4342,N,2021-11-22 00:00:00.000,2021-11-22 05:47:18.837,1.11,0.0034,84.57,77.89,0,0,0,0,0,0,DRI,0
4343,N,2021-11-22 00:00:00.000,2021-11-22 05:47:18.777,1.16,0.0032,84.6,78.02,0,0,0,0,0,0,DRI,0
4336,N,2021-11-21 00:00:00.000,2021-11-21 21:57:18.407,1.5,0.0046,84.61,77.89,0,0,0,0,0,0,DRI,0
4337,N,2021-11-21 00:00:00.000,2021-11-21 21:57:18.403,1.2,0.0052,84.72,78.1,0,0,0,0,0,0,DRI,0
4338,N,2021-11-21 00:00:00.000,2021-11-21 21:57:18.373,1.16,0.0044,84.43,77.7,0,0,0,0,0,0,DRI,0
4339,N,2021-11-21 00:00:00.000,2021-11-21 21:57:18.307,1.24,0.004,84.63,78.05,0,0,0,0,0,0,DRI,0
4333,N,2021-11-21 00:00:00.000,2021-11-21 21:53:18.407,0,0,0,0,1.59,4.87,1.82,90.1,0,2,DOLO,0
4334,N,2021-11-21 00:00:00.000,2021-11-21 21:53:18.377,0,0,0,0,1.68,11.6,1.97,82.86,0,3,LIME,0
4335,N,2021-11-21 00:00:00.000,2021-11-21 21:53:18.313,0,0,0,0,1.65,7.72,1.72,87.03,0,4,LIME,0
4330,N,2021-11-21 00:00:00.000,2021-11-21 20:55:18.330,0,0,0,0,0,5,0,0,0,2,DOLO,0
4331,N,2021-11-21 00:00:00.000,2021-11-21 20:55:18.310,0,0,0,0,0,10.85,0,0,0,3,LIME,0
4332,N,2021-11-21 00:00:00.000,2021-11-21 20:55:18.230,0,0,0,0,0,6.9,0,0,0,4,LIME,0
4321,N,2021-11-21 00:00:00.000,2021-11-21 05:58:17.463,1.53,0.0043,84.51,77.85,0,0,0,0,0,0,DRI,0
4322,N,2021-11-21 00:00:00.000,2021-11-21 05:58:17.447,1.76,0.004,84.61,78.02,0,0,0,0,0,0,DRI,0
4323,N,2021-11-21 00:00:00.000,2021-11-21 05:58:17.417,1.94,0.0047,84.44,77.75,0,0,0,0,0,0,DRI,0
4324,N,2021-11-21 00:00:00.000,2021-11-21 05:58:17.357,1.86,0.0045,84.7,78.15,0,0,0,0,0,0,DRI,0
4320,N,2021-11-20 00:00:00.000,2021-11-20 21:45:46.877,1.18,0.0039,84.67,78.05,0,0,0,0,0,0,DRI,0
4317,N,2021-11-20 00:00:00.000,2021-11-20 21:24:16.940,1.11,0.0038,84.73,78.27,0,0,0,0,0,0,DRI,0
4318,N,2021-11-20 00:00:00.000,2021-11-20 21:24:16.913,1.08,0.0042,84.81,78.39,0,0,0,0,0,0,DRI,0
4319,N,2021-11-20 00:00:00.000,2021-11-20 21:24:16.843,1.15,0.0035,84.71,78.2,0,0,0,0,0,0,DRI,0
4313,N,2021-11-20 00:00:00.000,2021-11-20 13:53:46.463,1.17,0.0039,84.88,78.2,0,0,0,0,0,0,DRI,0
4314,N,2021-11-20 00:00:00.000,2021-11-20 13:53:46.427,1.22,0.003,84.67,78.14,0,0,0,0,0,0,DRI,0
4315,N,2021-11-20 00:00:00.000,2021-11-20 13:53:46.423,1.1,0.0032,84.65,77.97,0,0,0,0,0,0,DRI,0
4316,N,2021-11-20 00:00:00.000,2021-11-20 13:53:46.400,1.14,0.0035,84.69,78.12,0,0,0,0,0,0,DRI,0
4310,N,2021-11-20 00:00:00.000,2021-11-20 13:51:46.427,0,0,0,0,1.7,5.2,1.73,89.71,0,2,DOLO,0
4311,N,2021-11-20 00:00:00.000,2021-11-20 13:51:46.423,0,0,0,0,1.63,11.2,1.65,83.55,0,3,LIME,0
4312,N,2021-11-20 00:00:00.000,2021-11-20 13:51:46.400,0,0,0,0,1.62,7.16,1.8,87.47,0,4,LIME,0
4300,N,2021-11-20 00:00:00.000,2021-11-20 05:46:45.997,1.24,0.0043,84.92,78.41,0,0,0,0,0,0,DRI,0
4301,N,2021-11-20 00:00:00.000,2021-11-20 05:46:45.990,1.18,0.0049,84.83,78.24,0,0,0,0,0,0,DRI,0
4302,N,2021-11-20 00:00:00.000,2021-11-20 05:46:45.973,1.27,0.0037,84.74,78.1,0,0,0,0,0,0,DRI,0
4303,N,2021-11-20 00:00:00.000,2021-11-20 05:46:45.927,1.2,0.004,84.98,78.5,0,0,0,0,0,0,DRI,0
4293,N,2021-11-19 00:00:00.000,2021-11-19 21:59:45.560,1.25,0.0056,84.7,78.02,0,0,0,0,0,0,DRI,0
4294,N,2021-11-19 00:00:00.000,2021-11-19 21:59:45.540,1.4,0.0061,84.75,78.19,0,0,0,0,0,0,DRI,0
4295,N,2021-11-19 00:00:00.000,2021-11-19 21:59:45.523,1.2,0.0054,84.86,78.39,0,0,0,0,0,0,DRI,0
4296,N,2021-11-19 00:00:00.000,2021-11-19 21:59:45.457,1.17,0.0048,84.62,78.1,0,0,0,0,0,0,DRI,0
4290,N,2021-11-19 00:00:00.000,2021-11-19 21:43:45.530,0,0,0,0,0,6.25,0,0,0,2,DOLO,0
4291,N,2021-11-19 00:00:00.000,2021-11-19 21:43:45.517,0,0,0,0,0,9.86,0,0,0,3,LIME,0
4292,N,2021-11-19 00:00:00.000,2021-11-19 21:43:45.430,0,0,0,0,0,7.9,0,0,0,4,LIME,0
4282,N,2021-11-19 00:00:00.000,2021-11-19 13:55:14.987,1.16,0.0049,84.65,77.89,0,0,0,0,0,0,DRI,0
4280,N,2021-11-19 00:00:00.000,2021-11-19 13:49:44.980,1.52,0.0043,84.79,78.29,0,0,0,0,0,0,DRI,0
4281,N,2021-11-19 00:00:00.000,2021-11-19 13:49:44.960,1.12,0.0052,84.7,78.11,0,0,0,0,0,0,DRI,0
4274,N,2021-11-19 00:00:00.000,2021-11-19 10:32:14.783,1.89,0.0048,84.68,78.07,0,0,0,0,0,0,DRI,0
4270,N,2021-11-19 00:00:00.000,2021-11-19 06:04:44.640,1.73,0.004,84.79,78.15,0,0,0,0,0,0,DRI,0
4271,N,2021-11-19 00:00:00.000,2021-11-19 06:04:44.620,1.91,0.0043,84.87,78.31,0,0,0,0,0,0,DRI,0
4272,N,2021-11-19 00:00:00.000,2021-11-19 06:04:44.590,1.98,0.0049,84.64,77.97,0,0,0,0,0,0,DRI,0
4273,N,2021-11-19 00:00:00.000,2021-11-19 06:04:44.510,1.85,0.0045,84.72,78.21,0,0,0,0,0,0,DRI,0
4266,N,2021-11-18 00:00:00.000,2021-11-18 22:06:14.043,1.36,0.0038,84.7,78.21,0,0,0,0,0,0,DRI,0
4263,N,2021-11-18 00:00:00.000,2021-11-18 21:08:14.077,1.38,0.0041,84.52,77.91,0,0,0,0,0,0,DRI,0
4264,N,2021-11-18 00:00:00.000,2021-11-18 21:08:14.073,1.23,0.0034,84.66,78.1,0,0,0,0,0,0,DRI,0
4265,N,2021-11-18 00:00:00.000,2021-11-18 21:08:13.990,1.55,0.0036,84.77,78.24,0,0,0,0,0,0,DRI,0
4259,N,2021-11-18 00:00:00.000,2021-11-18 21:06:44.077,0,0,0,0,0,10.96,0,0,0,1,LIME,0
4260,N,2021-11-18 00:00:00.000,2021-11-18 21:06:44.070,0,0,0,0,0,4.91,0,0,0,2,DOLO,0
4261,N,2021-11-18 00:00:00.000,2021-11-18 21:06:44.043,0,0,0,0,0,10.12,0,0,0,3,LIME,0
4262,N,2021-11-18 00:00:00.000,2021-11-18 21:06:43.977,0,0,0,0,0,5.86,0,0,0,4,LIME,0
4258,N,2021-11-18 00:00:00.000,2021-11-18 16:30:43.703,2.23,0.0053,83.11,75.63,0,0,0,0,0,0,Fur,0
4254,N,2021-11-18 00:00:00.000,2021-11-18 16:26:13.760,1.37,0.0049,84.61,78.02,0,0,0,0,0,0,DRI,0
4255,N,2021-11-18 00:00:00.000,2021-11-18 16:26:13.757,1.49,0.0053,84.67,78.19,0,0,0,0,0,0,DRI,0
4256,N,2021-11-18 00:00:00.000,2021-11-18 16:26:13.727,1.4,0.0048,84.59,77.85,0,0,0,0,0,0,DRI,0
4257,N,2021-11-18 00:00:00.000,2021-11-18 16:26:13.710,1.51,0.0046,84.62,78.03,0,0,0,0,0,0,DRI,0
4250,N,2021-11-18 00:00:00.000,2021-11-18 16:24:13.817,0,0,0,0,1.55,11.87,26.52,58.51,0,1,LIME,0
4251,N,2021-11-18 00:00:00.000,2021-11-18 16:24:13.813,0,0,0,0,1.59,4.8,1.84,90.12,0,2,DOLO,0
4252,N,2021-11-18 00:00:00.000,2021-11-18 16:24:13.773,0,0,0,0,1.7,9.87,1.92,84.64,0,3,LIME,0
4253,N,2021-11-18 00:00:00.000,2021-11-18 16:24:13.697,0,0,0,0,1.67,5.6,1.72,89.17,0,4,LIME,0
4239,N,2021-11-18 00:00:00.000,2021-11-18 05:56:43.233,1.15,0.0037,84.62,78.09,0,0,0,0,0,0,DRI,0
4240,N,2021-11-18 00:00:00.000,2021-11-18 05:56:43.200,1.4,0.0042,84.77,78.32,0,0,0,0,0,0,DRI,0
4241,N,2021-11-18 00:00:00.000,2021-11-18 05:56:43.190,1.48,0.0035,84.56,77.88,0,0,0,0,0,0,DRI,0
4242,N,2021-11-18 00:00:00.000,2021-11-18 05:56:43.097,1.52,0.0045,84.66,78.1,0,0,0,0,0,0,DRI,0
4235,N,2021-11-18 00:00:00.000,2021-11-18 05:55:13.320,0,0,0,0,0,10.2,0,0,0,1,LIME,0
4236,N,2021-11-18 00:00:00.000,2021-11-18 05:55:13.313,0,0,0,0,0,5,0,0,0,2,DOLO,0
4237,N,2021-11-18 00:00:00.000,2021-11-18 05:55:13.287,0,0,0,0,0,10.1,0,0,0,3,LIME,0
4238,N,2021-11-18 00:00:00.000,2021-11-18 05:55:13.130,0,0,0,0,0,5.3,0,0,0,4,LIME,0
4231,N,2021-11-17 00:00:00.000,2021-11-18 01:31:43.167,1.11,0.003,84.84,78.18,0,0,0,0,0,0,DRI,0
4232,N,2021-11-17 00:00:00.000,2021-11-18 01:31:43.157,1.32,0.0029,84.78,78.1,0,0,0,0,0,0,DRI,0
4233,N,2021-11-17 00:00:00.000,2021-11-18 01:31:43.090,1.14,0.0035,84.81,78.06,0,0,0,0,0,0,DRI,0
4234,N,2021-11-17 00:00:00.000,2021-11-18 01:31:42.907,1.22,0.0041,84.76,78.24,0,0,0,0,0,0,DRI,0
4227,N,2021-11-17 00:00:00.000,2021-11-17 21:52:42.720,0,0,0,0,0,10.72,0,0,0,1,LIME,0
4228,N,2021-11-17 00:00:00.000,2021-11-17 21:52:42.707,0,0,0,0,0,5.1,0,0,0,2,DOLO,0
4229,N,2021-11-17 00:00:00.000,2021-11-17 21:52:42.683,0,0,0,0,0,10.61,0,0,0,3,LIME,0
4230,N,2021-11-17 00:00:00.000,2021-11-17 21:52:42.613,0,0,0,0,0,5.98,0,0,0,4,LIME,0
4226,N,2021-11-17 00:00:00.000,2021-11-17 13:53:42.130,1.15,0.0028,84.92,78.31,0,0,0,0,0,0,DRI,0
4222,N,2021-11-17 00:00:00.000,2021-11-17 13:18:12.203,0,0,0,0,1.59,11.13,26.85,58.78,0,1,LIME,0
4223,N,2021-11-17 00:00:00.000,2021-11-17 13:18:12.200,0,0,0,0,1.63,5.39,1.72,89.49,0,2,DOLO,0
4224,N,2021-11-17 00:00:00.000,2021-11-17 13:18:12.197,0,0,0,0,1.69,10.06,1.81,84.51,0,3,LIME,0
4225,N,2021-11-17 00:00:00.000,2021-11-17 13:18:12.110,0,0,0,0,1.65,5.21,1.88,89.51,0,4,LIME,0
4221,N,2021-11-17 00:00:00.000,2021-11-17 12:51:42.070,1.92,0.0048,83.2,75.78,0,0,0,0,0,0,Fur,0
4220,N,2021-11-17 00:00:00.000,2021-11-17 12:48:42.050,1.26,0.0043,84.81,78.13,0,0,0,0,0,0,DRI,0
4218,N,2021-11-17 00:00:00.000,2021-11-17 12:44:42.113,1.4,0.0038,84.77,78.05,0,0,0,0,0,0,DRI,0
4219,N,2021-11-17 00:00:00.000,2021-11-17 12:44:42.057,1.52,0.0032,84.58,77.95,0,0,0,0,0,0,DRI,0
4214,N,2021-11-17 00:00:00.000,2021-11-17 05:58:41.800,1.45,0.0038,84.54,78.05,0,0,0,0,0,0,DRI,0
4215,N,2021-11-17 00:00:00.000,2021-11-17 05:58:41.783,1.32,0.0034,84.66,78.25,0,0,0,0,0,0,DRI,0
4216,N,2021-11-17 00:00:00.000,2021-11-17 05:58:41.753,1.29,0.0041,84.74,78.11,0,0,0,0,0,0,DRI,0
4217,N,2021-11-17 00:00:00.000,2021-11-17 05:58:41.670,1.25,0.0035,84.65,78.16,0,0,0,0,0,0,DRI,0
4210,N,2021-11-17 00:00:00.000,2021-11-17 05:46:41.713,0,0,0,0,0,11.68,0,0,0,1,LIME,0
4211,N,2021-11-17 00:00:00.000,2021-11-17 05:46:41.710,0,0,0,0,0,5,0,0,0,2,DOLO,0
4212,N,2021-11-17 00:00:00.000,2021-11-17 05:46:41.707,0,0,0,0,0,9.6,0,0,0,3,LIME,0
4213,N,2021-11-17 00:00:00.000,2021-11-17 05:46:41.650,0,0,0,0,0,5.5,0,0,0,4,LIME,0
4206,N,2021-11-16 00:00:00.000,2021-11-16 21:59:41.203,1.28,0.003,84.69,78.04,0,0,0,0,0,0,DRI,0
4203,N,2021-11-16 00:00:00.000,2021-11-16 21:08:11.197,1.2,0.0032,84.63,78.05,0,0,0,0,0,0,DRI,0
4204,N,2021-11-16 00:00:00.000,2021-11-16 21:08:11.177,1.42,0.0035,84.7,78.18,0,0,0,0,0,0,DRI,0
4205,N,2021-11-16 00:00:00.000,2021-11-16 21:08:11.150,1.38,0.0042,84.76,78.08,0,0,0,0,0,0,DRI,0
4199,N,2021-11-16 00:00:00.000,2021-11-16 21:04:41.253,0,0,0,0,0,11.21,0,0,0,1,LIME,0
4200,N,2021-11-16 00:00:00.000,2021-11-16 21:04:41.233,0,0,0,0,0,4.96,0,0,0,2,DOLO,0
4201,N,2021-11-16 00:00:00.000,2021-11-16 21:04:41.217,0,0,0,0,0,10.11,0,0,0,3,LIME,0
4202,N,2021-11-16 00:00:00.000,2021-11-16 21:04:41.157,0,0,0,0,0,6.1,0,0,0,4,LIME,0
4198,N,2021-11-16 00:00:00.000,2021-11-16 14:07:10.723,1.96,0.0052,83.22,75.96,0,0,0,0,0,0,Fur,0
4194,N,2021-11-16 00:00:00.000,2021-11-16 14:05:43.780,1.17,0.0038,84.64,78.02,0,0,0,0,0,0,DRI,0
4195,N,2021-11-16 00:00:00.000,2021-11-16 14:05:43.567,1.88,0.0032,84.79,78.24,0,0,0,0,0,0,DRI,0
4196,N,2021-11-16 00:00:00.000,2021-11-16 14:05:42.733,1.93,0.0028,84.68,77.94,0,0,0,0,0,0,DRI,0
4197,N,2021-11-16 00:00:00.000,2021-11-16 14:05:41.327,1.64,0.0036,84.59,77.91,0,0,0,0,0,0,DRI,0
4190,N,2021-11-16 00:00:00.000,2021-11-16 13:24:10.743,0,0,0,0,1.54,2.18,26.9,57.85,0,1,LIME,0
4191,N,2021-11-16 00:00:00.000,2021-11-16 13:24:10.730,0,0,0,0,1.58,4.7,1.68,90.34,0,2,DOLO,0
4192,N,2021-11-16 00:00:00.000,2021-11-16 13:24:10.703,0,0,0,0,1.67,9.76,1.84,84.88,0,3,LIME,0
4193,N,2021-11-16 00:00:00.000,2021-11-16 13:24:10.677,0,0,0,0,1.62,5.94,1.92,88.74,0,4,LIME,0
4184,N,2021-11-16 00:00:00.000,2021-11-16 05:56:40.297,1.05,0.0037,84.52,77.81,0,0,0,0,0,0,DRI,0
4185,N,2021-11-16 00:00:00.000,2021-11-16 05:56:40.283,1.13,0.0043,84.64,78.01,0,0,0,0,0,0,DRI,0
4186,N,2021-11-16 00:00:00.000,2021-11-16 05:56:40.267,1.08,0.004,84.73,78.17,0,0,0,0,0,0,DRI,0
4187,N,2021-11-16 00:00:00.000,2021-11-16 05:56:40.247,1.14,0.0046,84.83,78.33,0,0,0,0,0,0,DRI,0
4180,N,2021-11-16 00:00:00.000,2021-11-16 05:53:10.300,0,0,0,0,0,11.2,0,0,0,1,LIME,0
4181,N,2021-11-16 00:00:00.000,2021-11-16 05:53:10.293,0,0,0,0,0,5.1,0,0,0,2,DOLO,0
4182,N,2021-11-16 00:00:00.000,2021-11-16 05:53:10.290,0,0,0,0,0,10.15,0,0,0,3,LIME,0
4183,N,2021-11-16 00:00:00.000,2021-11-16 05:53:10.250,0,0,0,0,0,5.3,0,0,0,4,LIME,0
4174,N,2021-11-15 00:00:00.000,2021-11-15 21:57:39.823,1.14,0.0035,84.71,78.25,0,0,0,0,0,0,DRI,0
4175,N,2021-11-15 00:00:00.000,2021-11-15 21:57:39.803,1.12,0.0041,84.77,78.19,0,0,0,0,0,0,DRI,0
4176,N,2021-11-15 00:00:00.000,2021-11-15 21:57:39.787,1.17,0.0038,84.68,78.05,0,0,0,0,0,0,DRI,0
4177,N,2021-11-15 00:00:00.000,2021-11-15 21:57:39.770,1.12,0.0046,84.61,77.95,0,0,0,0,0,0,DRI,0
4170,N,2021-11-15 00:00:00.000,2021-11-15 21:30:39.807,0,0,0,0,0,10.65,0,0,0,1,LIME,0
4171,N,2021-11-15 00:00:00.000,2021-11-15 21:30:39.790,0,0,0,0,0,5.45,0,0,0,2,DOLO,0
4172,N,2021-11-15 00:00:00.000,2021-11-15 21:30:39.763,0,0,0,0,0,10.53,0,0,0,3,LIME,0
4173,N,2021-11-15 00:00:00.000,2021-11-15 21:30:39.750,0,0,0,0,0,5.68,0,0,0,4,LIME,0
4167,N,2021-11-15 00:00:00.000,2021-11-15 14:12:39.333,0,0,0,0,1.7,10.05,2.01,84.33,0,3,LIME,0
4168,N,2021-11-15 00:00:00.000,2021-11-15 14:12:39.317,0,0,0,0,1.65,6.18,1.84,88.51,0,4,LIME,0
4165,N,2021-11-15 00:00:00.000,2021-11-15 14:12:09.337,0,0,0,0,1.58,10.87,27.56,58.44,0,1,LIME,0
4166,N,2021-11-15 00:00:00.000,2021-11-15 14:12:09.313,0,0,0,0,1.63,5.76,1.72,89.1,0,2,DOLO,0
4161,N,2021-11-15 00:00:00.000,2021-11-15 14:02:39.377,1.45,0.0043,84.52,77.94,0,0,0,0,0,0,DRI,0
4162,N,2021-11-15 00:00:00.000,2021-11-15 14:02:39.350,1.56,0.0049,84.65,78.13,0,0,0,0,0,0,DRI,0
4163,N,2021-11-15 00:00:00.000,2021-11-15 14:02:39.330,1.41,0.004,84.72,78.26,0,0,0,0,0,0,DRI,0
4164,N,2021-11-15 00:00:00.000,2021-11-15 14:02:39.307,1.5,0.0045,84.57,78.01,0,0,0,0,0,0,DRI,0
4160,N,2021-11-15 00:00:00.000,2021-11-15 14:00:39.303,1.92,0.0076,83.14,76.06,0,0,0,0,0,0,Fur,0
4154,N,2021-11-15 00:00:00.000,2021-11-15 06:08:08.893,1.9,0.0044,84.57,77.85,0,0,0,0,0,0,DRI,0
4155,N,2021-11-15 00:00:00.000,2021-11-15 06:08:08.860,1.84,0.0041,84.64,78.02,0,0,0,0,0,0,DRI,0
4156,N,2021-11-15 00:00:00.000,2021-11-15 06:08:08.857,1.76,0.0048,84.73,78.17,0,0,0,0,0,0,DRI,0
4157,N,2021-11-15 00:00:00.000,2021-11-15 06:08:08.847,1.64,0.0038,84.82,78.33,0,0,0,0,0,0,DRI,0
4150,N,2021-11-15 00:00:00.000,2021-11-15 05:45:08.940,0,0,0,0,0,11.4,0,0,0,1,LIME,0
4151,N,2021-11-15 00:00:00.000,2021-11-15 05:45:08.933,0,0,0,0,0,5,0,0,0,2,DOLO,0
4152,N,2021-11-15 00:00:00.000,2021-11-15 05:45:08.903,0,0,0,0,0,9.85,0,0,0,3,LIME,0
4153,N,2021-11-15 00:00:00.000,2021-11-15 05:45:08.827,0,0,0,0,0,5.3,0,0,0,4,LIME,0
4144,N,2021-11-14 00:00:00.000,2021-11-14 22:00:08.470,1.62,0.0042,84.6,77.92,0,0,0,0,0,0,DRI,0
4145,N,2021-11-14 00:00:00.000,2021-11-14 22:00:08.453,1.92,0.0046,84.57,77.82,0,0,0,0,0,0,DRI,0
4146,N,2021-11-14 00:00:00.000,2021-11-14 22:00:08.427,2.01,0.0039,84.62,77.78,0,0,0,0,0,0,DRI,0
4147,N,2021-11-14 00:00:00.000,2021-11-14 22:00:08.357,1.96,0.005,84.69,78.05,0,0,0,0,0,0,DRI,0
4140,N,2021-11-14 00:00:00.000,2021-11-14 20:44:38.423,0,0,0,0,0,10.96,0,0,0,1,LIME,0
4141,N,2021-11-14 00:00:00.000,2021-11-14 20:44:38.407,0,0,0,0,0,4.76,0,0,0,2,DOLO,0
4142,N,2021-11-14 00:00:00.000,2021-11-14 20:44:38.380,0,0,0,0,0,10.82,0,0,0,3,LIME,0
4143,N,2021-11-14 00:00:00.000,2021-11-14 20:44:38.290,0,0,0,0,0,5.96,0,0,0,4,LIME,0
4138,N,2021-11-14 00:00:00.000,2021-11-14 14:06:37.887,1.82,0.0072,83.39,76.27,0,0,0,0,0,0,Fur,0
4134,N,2021-11-14 00:00:00.000,2021-11-14 14:05:08.007,1.36,0.0044,84.8,78.18,0,0,0,0,0,0,DRI,0
4135,N,2021-11-14 00:00:00.000,2021-11-14 14:05:07.997,1.47,0.0032,84.77,78.05,0,0,0,0,0,0,DRI,0
4136,N,2021-11-14 00:00:00.000,2021-11-14 14:05:07.970,1.62,0.0038,84.61,77.94,0,0,0,0,0,0,DRI,0
4137,N,2021-11-14 00:00:00.000,2021-11-14 14:05:07.897,1.72,0.0034,84.56,77.83,0,0,0,0,0,0,DRI,0
4130,N,2021-11-14 00:00:00.000,2021-11-14 13:27:37.997,0,0,0,0,1.52,11.78,27.16,58.03,0,1,LIME,0
4131,N,2021-11-14 00:00:00.000,2021-11-14 13:27:37.993,0,0,0,0,1.59,4.9,1.84,90.1,0,2,DOLO,0
4132,N,2021-11-14 00:00:00.000,2021-11-14 13:27:37.990,0,0,0,0,1.68,10.26,1.97,84.2,0,3,LIME,0
4133,N,2021-11-14 00:00:00.000,2021-11-14 13:27:37.870,0,0,0,0,1.63,6.94,1.72,87.89,0,4,LIME,0
4120,N,2021-11-14 00:00:00.000,2021-11-14 05:55:37.520,1.34,0.0046,84.71,78.21,0,0,0,0,0,0,DRI,0
4121,N,2021-11-14 00:00:00.000,2021-11-14 05:55:37.490,1.15,0.0043,84.68,78.14,0,0,0,0,0,0,DRI,0
4122,N,2021-11-14 00:00:00.000,2021-11-14 05:55:37.480,1.18,0.0045,84.73,78.26,0,0,0,0,0,0,DRI,0
4123,N,2021-11-14 00:00:00.000,2021-11-14 05:55:37.417,1.31,0.0052,84.61,77.96,0,0,0,0,0,0,DRI,0
4116,N,2021-11-14 00:00:00.000,2021-11-14 05:29:37.403,0,0,0,0,0,10.41,0,0,0,1,LIME,0
4117,N,2021-11-14 00:00:00.000,2021-11-14 05:29:37.400,0,0,0,0,0,5.26,0,0,0,2,DOLO,0
4118,N,2021-11-14 00:00:00.000,2021-11-14 05:29:37.397,0,0,0,0,0,10.62,0,0,0,3,LIME,0
